Rank,Platform,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global
14534,PS2,Hakuouki,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
14556,PS2,Culdcept,2002,Strategy,Sega,0.01,0.01,0,0,0.03
14560,PS2,BeatMania IIDX 15: DJ Troopers,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14588,PS2,DICE: DNA Integrated Cybernetic Enterprises,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.03
14599,PS2,Guitar Freaks V & DrumMania V,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14633,PS2,Galaxy Angel II: Zettairyouiki no Tobira,2006,Strategy,Broccoli,0,0,0.03,0,0.03
14667,PS2,Wrestle Angels: Survivor 2,2008,Fighting,Tryfirst,0,0,0.03,0,0.03
14675,PS2,Vitamin Z,2009,Adventure,D3Publisher,0,0,0.03,0,0.03
14709,PS2,Akane Iro ni Somaru Saka Parallel,2008,Adventure,GN Software,0,0,0.03,0,0.03
14715,PS2,D1 Professional Drift Grand Prix Series,2005,Racing,Yuke's,0.01,0.01,0,0,0.03
14723,PS2,Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0,0.03
14748,PS2,ParaParaParadise,2001,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
14752,PS2,Warship Gunner 2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03
14754,PS2,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,Fighting,Banpresto,0,0,0.03,0,0.03
14761,PS2,Wrestle Kingdom,2006,Fighting,Yuke's,0,0,0.03,0,0.03
14768,PS2,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14774,PS2,Kuryuu Youma Gakuenki Recharge,2006,Adventure,Atlus,0,0,0.03,0,0.03
14785,PS2,Under the Skin,2004,Action,Capcom,0.01,0.01,0,0,0.03
14793,PS2,DrumMania 7th Mix,2001,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14794,PS2,Runabout 3: Neo Age,2002,Racing,BAM! Entertainment,0,0,0.03,0,0.03
14805,PS2,Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03
14809,PS2,Cake Mania: Baker's Challenge,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03
14811,PS2,Super Monkey Ball Adventure,2006,Platform,Sega,0.01,0.01,0,0,0.03
14832,PS2,River King: Wonderful Journey,2005,Sports,505 Games,0.01,0.01,0,0,0.03
14842,PS2,Metal Saga,2005,Role-Playing,Success,0.01,0.01,0,0,0.03
14845,PS2,Last Escort 2: Shinya no Amai Toge,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
14846,PS2,Pop'n Music 13 Carnival,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14853,PS2,Shakugan no Shana,2006,Adventure,Media Works,0,0,0.03,0,0.03
14866,PS2,Open Season,2006,Platform,Ubisoft,0.01,0.01,0,0,0.03
14869,PS2,A Ressha de Gyoukou 2001,2001,Simulation,ArtDink,0,0,0.03,0,0.03
14881,PS2,Judge Dredd: Dredd Vs Death,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03
14893,PS2,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007,Misc,Sega,0,0,0.03,0,0.03
14894,PS2,Bode Miller Alpine Skiing,2006,Sports,Valcon Games,0.01,0.01,0,0,0.03
14906,PS2,Evangelion: Jo,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
14910,PS2,Konohana 2: Todoke Kanai Requiem,2002,Adventure,Success,0,0,0.03,0,0.03
14925,PS2,Clover no Kuni no Alice: Wonderful Wonder World,2010,Adventure,Prototype,0,0,0.02,0,0.02
14935,PS2,Shinseiki Evangelion: Battle Orchestra,2007,Fighting,Broccoli,0,0,0.02,0,0.02
14939,PS2,Battlefield 2: Modern Combat(JP sales),2005,Shooter,Electronic Arts,0,0,0.02,0,0.02
14946,PS2,Pop'n Music 12 Iroha,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14947,PS2,BeatMania IIDX 11: IIDX Red,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14962,PS2,Spy Hunter: Nowhere To Run,2006,Racing,Midway Games,0.01,0.01,0,0,0.02
14991,PS2,AMF Xtreme Bowling,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02
15005,PS2,Canvas 2,2006,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
15006,PS2,Memories Off: Sorekara Again,2006,Adventure,KID,0,0,0.02,0,0.02
15021,PS2,Kuusen II,2004,Simulation,Kadokawa Shoten,0,0,0.02,0,0.02
15036,PS2,Gift: Prism,2006,Adventure,Sweets,0,0,0.02,0,0.02
15045,PS2,Aria: The Origination ~Aoi Wakusei no El Cielo~,2008,Adventure,Alchemist,0,0,0.02,0,0.02
15048,PS2,Lunatic Dawn Tempest,2001,Role-Playing,ArtDink,0,0,0.02,0,0.02
15061,PS2,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15070,PS2,Nanatsuiro * Drops Pure!!,2007,Adventure,Media Works,0,0,0.02,0,0.02
15088,PS2,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007,Fighting,Yuke's,0,0,0.02,0,0.02
15094,PS2,Ikki Tousen: Shining Dragon,2007,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.02
15095,PS2,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008,Adventure,Minato Station,0,0,0.02,0,0.02
15109,PS2,D.Gray-man: Sousha no Shikaku,2008,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02
15113,PS2,School Days LxH,2008,Adventure,Interchannel,0,0,0.02,0,0.02
15114,PS2,Neo Angelique,2006,Adventure,Tecmo Koei,0,0,0.02,0,0.02
15115,PS2,Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02
15126,PS2,Princess Saver! Eternal Love for My Lady,2010,Adventure,Comfort,0,0,0.02,0,0.02
15129,PS2,Jitsumei Jikkyou Keiba Dream Classic 2002,2002,Sports,Namco Bandai Games,0,0,0.02,0,0.02
15135,PS2,Rule of Rose,2006,Action,505 Games,0.01,0.01,0,0,0.02
15139,PS2,Shonen Jump's One Piece: Grand Adventure,2005,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
15140,PS2,Pac-Man World Rally,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02
15167,PS2,Evolution Snowboarding,2002,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15168,PS2,Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007,Misc,Sega,0,0,0.02,0,0.02
15176,PS2,Happiness! De-Lucks,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15179,PS2,Eureka Seven Vol. 2: The New Vision,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02
15181,PS2,Puzzle Challenge: Crosswords and More!,2006,Puzzle,Crave Entertainment,0.01,0.01,0,0,0.02
15202,PS2,Natsuiro no Sunadokei,2002,Adventure,Princess Soft,0,0,0.02,0,0.02
15204,PS2,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007,Misc,Sega,0,0,0.02,0,0.02
15214,PS2,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008,Adventure,Alchemist,0,0,0.02,0,0.02
15218,PS2,Galaxy Angel II: Eigou Kaiki no Koku,2009,Strategy,Broccoli,0,0,0.02,0,0.02
15225,PS2,Kuon,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02
15243,PS2,Ryu-koku,2006,Adventure,KID,0,0,0.02,0,0.02
15246,PS2,GunParade Orchestra: Midori no Shou,2006,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02
15268,PS2,Whiteout,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15277,PS2,Taito Legends 2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02
15293,PS2,Final Approach 2: 1st Priority,2008,Adventure,Princess Soft,0,0,0.02,0,0.02
15296,PS2,Moujuutsukai to Oujisama: Snow Bride,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
15299,PS2,Meitantei Evangelion,2007,Adventure,Broccoli,0,0,0.02,0,0.02
15301,PS2,Butt-Ugly Martians: Zoom or Doom!,2002,Racing,Vivendi Games,0.01,0.01,0,0,0.02
15315,PS2,Super PickUps,2007,Racing,XS Games,0.01,0.01,0,0,0.02
15324,PS2,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,2002,Action,Takara,0,0,0.02,0,0.02
15325,PS2,Last Escort,2006,Adventure,D3Publisher,0,0,0.02,0,0.02
15331,PS2,Aria: The Natural ~Tooi Yume no Mirage~,2006,Adventure,Alchemist,0,0,0.02,0,0.02
15384,PS2,Ruff Trigger: The Vanocore Conspiracy,2006,Platform,Natsume,0.01,0.01,0,0,0.02
15405,PS2,Winning Post 7: Maximum 2007,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
15407,PS2,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,2010,Action,Russel,0,0,0.02,0,0.02
15413,PS2,Guitar Freaks V2 & DrumMania V2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15414,PS2,Backyard Baseball '09,2008,Sports,Atari,0.01,0.01,0,0,0.02
15428,PS2,Malice,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02
15431,PS2,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,2008,Role-Playing,Sega,0,0,0.02,0,0.02
15451,PS2,Uchuu Keiji Tamashii: The Space Sheriff Spirits,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02
15466,PS2,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,2010,Adventure,Alchemist,0,0,0.02,0,0.02
15474,PS2,Virtua Pro Football,2006,Sports,Sega,0,0,0.02,0,0.02
15486,PS2,Aoishiro,2008,Adventure,Success,0,0,0.02,0,0.02
15506,PS2,Katekyoo Hitman Reborn! Dream Hyper Battle!,2007,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
15516,PS2,Elvandia Story,2007,Role-Playing,Spike,0,0,0.02,0,0.02
15517,PS2,Triggerheart Excelica Enhanced,2009,Shooter,Alchemist,0,0,0.02,0,0.02
15522,PS2,The Conveni 4,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02
15529,PS2,Prism Ark: Awake,2008,Adventure,5pb,0,0,0.02,0,0.02
15530,PS2,Rozen Maiden: Duellwalzer,2006,Adventure,Taito,0,0,0.02,0,0.02
15539,PS2,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
15541,PS2,Guitar Freaks V3 & DrumMania V3,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15548,PS2,Guitar Freaks & DrumMania: Masterpiece Gold,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15554,PS2,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
15579,PS2,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,2007,Role-Playing,Sega,0,0,0.02,0,0.02
15582,PS2,Cabela's Alaskan Adventure,N/A,Sports,Unknown,0.01,0.01,0,0,0.02
15587,PS2,Arabians Lost: The Engagement on Desert,2007,Adventure,Prototype,0,0,0.02,0,0.02
15589,PS2,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
15596,PS2,Gallop Racer Inbreed,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02
15602,PS2,The King of Fighters Collection: The Orochi Saga (JP sales),2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02
15606,PS2,Tsuki no Hikari: Shizumeru Kane no Satsujin,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02
15610,PS2,Sega Ages 2500 Series Vol. 26: Dynamite Deka,2006,Action,Sega,0,0,0.02,0,0.02
15620,PS2,Iridium Runners,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02
15622,PS2,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
15623,PS2,Bakumatsu Renka: Karyuu Kenshi-den,2007,Adventure,D3Publisher,0,0,0.02,0,0.02
15632,PS2,Mai-Otome Hime: Otome Butou Shi,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02
15638,PS2,Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02
15645,PS2,Blazing Souls,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02
15655,PS2,Virtua Quest,N/A,Role-Playing,Unknown,0.01,0.01,0,0,0.02
15662,PS2,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02
15665,PS2,Castle Shikigami 2,2004,Shooter,Play It,0.01,0.01,0,0,0.02
15669,PS2,Gadget Racers (PAL),2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02
15675,PS2,NBA 07,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02
15701,PS2,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,2007,Misc,D3Publisher,0,0,0.02,0,0.02
15706,PS2,Roommate Asami: Okusama wa Joshikousei,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02
15709,PS2,Pirates: Legend of the Black Buccaneer,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
15715,PS2,Amagoushi no Yakata,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
15718,PS2,Franklin: A Birthday Surprise,2006,Misc,Game Factory,0.01,0.01,0,0,0.02
15722,PS2,Suzunone Seven: Rebirth Knot,2010,Adventure,Alchemist,0,0,0.02,0,0.02
15755,PS2,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15773,PS2,Moujuutsukai to Oujisama,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
15776,PS2,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,2007,Racing,Sunrise Interactive,0,0,0.02,0,0.02
15786,PS2,Namco Museum 50th Anniversary (JP sales),2005,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15801,PS2,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,2006,Action,D3Publisher,0,0,0.02,0,0.02
15809,PS2,Memories Off #5: Encore,2007,Adventure,CyberFront,0,0,0.02,0,0.02
15811,PS2,Zombie Hunters 2,2006,Action,Essential Games,0,0,0.02,0,0.02
15815,PS2,Tsuyo Kiss 2 Gakki: Swift Love,2009,Adventure,Revolution (Japan),0,0,0.02,0,0.02
15826,PS2,Busou Renkin: Youkoso Papillon Park e,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
15845,PS2,Pachi-Slot Higrashi no Naku Koro ni Matsuri,2010,Misc,Alchemist,0,0,0.02,0,0.02
15867,PS2,Shinkyoku Soukai Polyphonica,2007,Adventure,Prototype,0,0,0.02,0,0.02
15874,PS2,Full House Kiss 2,2006,Adventure,Capcom,0,0,0.02,0,0.02
15876,PS2,Thunder Force VI,2008,Shooter,Sega,0,0,0.02,0,0.02
15886,PS2,Sengoku Hime: Senran ni Mau Otometachi,2009,Adventure,Yeti,0,0,0.02,0,0.02
15901,PS2,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",2008,Adventure,ASCII Media Works,0,0,0.02,0,0.02
15905,PS2,Tennis no Oji-Sama: Card Hunter,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
15907,PS2,Night Wizard the Video Game: Denial of the World,2008,Adventure,5pb,0,0,0.02,0,0.02
15912,PS2,Kao the Kangaroo Round 2,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02
15952,PS2,Pachinko Kaou: Misora Hibari,2007,Misc,Hackberry,0,0,0.02,0,0.02
15953,PS2,Just Cause,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02
15954,PS2,Choro Q,2003,Racing,Zoo Digital Publishing,0.01,0.01,0,0,0.02
15962,PS2,Technic Beat,2002,Misc,Arika,0.01,0.01,0,0,0.02
15973,PS2,SBK Superbike World Championship,2008,Racing,Black Bean Games,0.01,0.01,0,0,0.02
15974,PS2,Memories Off 6: Next Relation,2009,Adventure,5pb,0,0,0.02,0,0.02
15975,PS2,Scared Rider Xechs,2010,Adventure,RED Entertainment,0,0,0.02,0,0.02
15979,PS2,Ouran Koukou Host Bu,2007,Adventure,Idea Factory,0,0,0.02,0,0.02
15997,PS2,S.Y.K: Shinsetsu Saiyuuki,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16000,PS2,Black Cat,2006,Action,Capcom,0,0,0.01,0,0.01
16032,PS2,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16036,PS2,NiGHTS into dreams...,2008,Platform,Sega,0,0,0.01,0,0.01
16037,PS2,WinBack 2: Project Poseidon,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01
16041,PS2,Totally Spies! Totally Party,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01
16042,PS2,GunParade Orchestra: Ao no Shou,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01
16045,PS2,Wizardry XTH: Unlimited Students,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01
16055,PS2,SoulLink Extension,2006,Adventure,Interchannel,0,0,0.01,0,0.01
16057,PS2,Samurai Shodown Anthology (JP sales),2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16058,PS2,Winning Post 7 Maximum 2008,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16059,PS2,Sangoku Koi Senki: Otome no Heihou!,2011,Adventure,Prototype,0,0,0.01,0,0.01
16062,PS2,Alfa Romeo Racing Italiano,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01
16063,PS2,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",2002,Misc,Media Entertainment,0,0,0.01,0,0.01
16069,PS2,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,2010,Misc,Hackberry,0,0,0.01,0,0.01
16091,PS2,Hiiro no Kakera: Shin Tamayori Hime Denshou,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16111,PS2,Nodame Cantabile,2007,Misc,Banpresto,0,0,0.01,0,0.01
16114,PS2,Last Escort: Club Katze,2010,Adventure,D3Publisher,0,0,0.01,0,0.01
16135,PS2,Festa!! Hyper Girls Party,2006,Adventure,KID,0,0,0.01,0,0.01
16155,PS2,Izumo 2,2006,Adventure,GN Software,0,0,0.01,0,0.01
16157,PS2,Bratz: Forever Diamondz,2006,Adventure,THQ,0.01,0.01,0,0,0.01
16160,PS2,King of Fighters 2002: Unlimited Match Tougeki Ver.,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01
16183,PS2,Rozen Maiden: Gebetgarten,2007,Fighting,Taito,0,0,0.01,0,0.01
16187,PS2,Fatal Fury: Battle Archives Volume 2 (JP sales),2007,Fighting,SNK Playmore,0,0,0.01,0,0.01
16195,PS2,Metal Slug Anthology,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01
16200,PS2,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,2007,Strategy,D3Publisher,0,0,0.01,0,0.01
16214,PS2,Tomoyo After: It's a Wonderful Life CS Edition,2007,Adventure,Prototype,0,0,0.01,0,0.01
16216,PS2,Aa Megami-samaa,2007,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16228,PS2,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01
16235,PS2,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16264,PS2,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,2008,Misc,Naxat Soft,0,0,0.01,0,0.01
16268,PS2,Myself; Yourself,2007,Adventure,Yeti,0,0,0.01,0,0.01
16278,PS2,Jan Sangoku Musou,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16280,PS2,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,2007,Adventure,Alchemist,0,0,0.01,0,0.01
16282,PS2,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,2009,Misc,Tecmo Koei,0,0,0.01,0,0.01
16283,PS2,Fatal Fury: Battle Archives Volume 1 (JP sales),2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16291,PS2,ef - a fairy tale of the two.,2010,Adventure,Comfort,0,0,0.01,0,0.01
16300,PS2,Rakushou! Pachi-Slot Sengen 4,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16333,PS2,Ultraman Fighting Evolution 3,2004,Fighting,Banpresto,0,0,0.01,0,0.01
16337,PS2,Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision,0.01,0,0,0,0.01
16344,PS2,H2O+: Footprints in the Sand,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16346,PS2,Sekirei: Mirai Kara no Okurimono,2009,Adventure,Alchemist,0,0,0.01,0,0.01
16348,PS2,Ultimate Board Game Collection,2006,Misc,Xplosiv,0.01,0,0,0,0.01
16350,PS2,Idol Janshi Suchie-Pai IV,2007,Misc,Jaleco,0,0,0.01,0,0.01
16371,PS2,Wand of Fortune,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16395,PS2,Wand of Fortune: Mirai e no Prologue,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16407,PS2,Vitamin X,2007,Adventure,D3Publisher,0,0,0.01,0,0.01
16418,PS2,World Heroes Anthology,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16422,PS2,Routes PE,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01
16444,PS2,G1 Jockey 4 2007,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01
16449,PS2,Junjou Romanchika: Koi no Doki Doki Daisakusen,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16457,PS2,Heart no Kuni no Alice,2008,Adventure,Prototype,0,0,0.01,0,0.01
16458,PS2,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,2007,Fighting,Capcom,0,0,0.01,0,0.01
16469,PS2,Magicians Academy,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01
16472,PS2,Lucian Bee's: Resurrection Supernova,2009,Adventure,5pb,0,0,0.01,0,0.01
16492,PS2,Micro Machines V4,2006,Racing,Codemasters,0.01,0,0,0,0.01
16495,PS2,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,2008,Misc,Paon,0,0,0.01,0,0.01
16505,PS2,Naraku no Shiro,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01
16507,PS2,Mystereet,2006,Adventure,Yeti,0,0,0.01,0,0.01
16513,PS2,Palais de Reine,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01
16527,PS2,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,2008,Adventure,Russel,0,0,0.01,0,0.01
16554,PS2,Sweet Honey Coming,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16562,PS2,Sugar + Spice! Anoko no Suteki na Nanimokamo,2008,Adventure,Alchemist,0,0,0.01,0,0.01
16564,PS2,Kanokon: Esuii,2008,Adventure,5pb,0,0,0.01,0,0.01
16575,PS2,Scarlett: Nichijou no Kyoukaisen,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16583,PS2,Real Rode,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16598,PS2,SCORE International Baja 1000: The Official Game,2008,Racing,Activision,0,0,0,0,0.01
16,X360,Kinect Adventures!,2010,Misc,Microsoft Game Studios,14.97,4.94,0.24,1.67,21.82
24,X360,Grand Theft Auto V,2013,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
30,X360,Call of Duty: Modern Warfare 3,2011,Shooter,Activision,9.03,4.28,0.13,1.32,14.76
32,X360,Call of Duty: Black Ops,2010,Shooter,Activision,9.67,3.73,0.11,1.13,14.64
36,X360,Call of Duty: Black Ops II,2012,Shooter,Activision,8.25,4.3,0.07,1.12,13.73
37,X360,Call of Duty: Modern Warfare 2,2009,Shooter,Activision,8.52,3.63,0.08,1.29,13.51
44,X360,Halo 3,2007,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
52,X360,Grand Theft Auto IV,2008,Action,Take-Two Interactive,6.76,3.1,0.14,1.03,11.02
62,X360,Call of Duty: Ghosts,2013,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
63,X360,Halo: Reach,2010,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88
66,X360,Halo 4,2012,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76
71,X360,Call of Duty 4: Modern Warfare,2007,Shooter,Activision,5.91,2.38,0.13,0.9,9.32
73,X360,Minecraft,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2
76,X360,The Elder Scrolls V: Skyrim,2011,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84
99,X360,Call of Duty: World at War,2008,Shooter,Activision,4.79,1.9,0,0.69,7.37
100,X360,Battlefield 3,2011,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34
119,X360,Gears of War 2,2008,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76
134,X360,Halo 3: ODST,2009,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36
135,X360,Red Dead Redemption,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34
140,X360,Kinect Sports,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24
141,X360,Gears of War 3,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24
142,X360,Gears of War,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11
159,X360,Assassin's Creed,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55
161,X360,Forza Motorsport 3,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
173,X360,Assassin's Creed III,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3
177,X360,Assassin's Creed II,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27
186,X360,FIFA Soccer 13,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
193,X360,Fable III,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13
209,X360,Fallout 3,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
223,X360,Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
229,X360,Forza Motorsport 4,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
238,X360,Guitar Hero III: Legends of Rock,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53
251,X360,The Elder Scrolls IV: Oblivion,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39
